name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Seven Nation Army,Seven Nation Army,DMNDS,6Htqsoq5u7Z4a8hqWfMRXY,2020-11-20,71,133000,0.784,0.214,0.802,0.023,0.445,0.522,-3.673,0.0666,124.941,4,4,energetic
KNOW ME (feat. Gallant) - Cassian Remix,KNOW ME (feat. Gallant) [Cassian Remix],BRONSON,5o7J8jj5tlxVDSo6VJtpyA,2020-09-29,34,313013,0.594,0.00137,0.898,0.832,0.118,0.039,-7.433,0.0336,124.997,2,4,energetic
So Into You,So Into You,Lost + Found,4h5I5Y4HZzLNFveiLyXABZ,2020-12-04,55,160272,0.604,0.126,0.9,0,0.122,0.693,-2.283,0.0497,123.907,2,4,energetic
Hands Down,Hands Down,Chambray,23lDbJkMdPwoUzG73QmiFe,2020-11-11,43,149839,0.761,0.067,0.878,0.892,0.0523,0.936,-8.187,0.0397,124.996,2,4,energetic
NOPUS,NOPUS,Eric Prydz,02dPa4nXABwnFzjZosKxsk,2020-10-23,65,200210,0.494,0.00117,0.938,0.952,0.118,0.17,-4.828,0.0402,127.004,3,4,energetic
Pretty Green Eyes - Radio Edit,Pretty Green Eyes (Remixes),Ultrabeat,71NJqORRmwlcZSLk0VsFjU,2003-08-04,62,201920,0.553,0.212,0.775,0,0.0728,0.51,-10.284,0.043,139.993,1,4,energetic
Enough Of You,Enough Of You,Tujamo,0mDINHqydpdNSyPKPCxB7z,2020-11-06,69,146693,0.806,0.074,0.744,1.05e-06,0.142,0.248,-6.454,0.131,124.062,9,4,energetic
Flip Reset,Flip Reset,Kaskade,2mUnxSunvs3Clvtpq3FtGo,2020-12-01,72,187661,0.78,0.00127,0.916,0.193,0.0611,0.426,-4.773,0.0699,126.006,1,4,energetic
Dreams (feat. Lanie Gardner),Dreams (feat. Lanie Gardner),David Guetta,5ovAmYzYLeEmOX6P3bmlzV,2020-12-04,75,204102,0.61,0.0904,0.896,0.000157,0.0943,0.0723,-4.471,0.0384,128.056,9,4,energetic
Na Na - Tommie Sunshine & Disco Fries Remix,Na Na (Tommie Sunshine & Disco Fries Remix),Rosette,2BnQGw8KVeKSo9gpUOmFMk,2020-11-20,46,167280,0.794,0.0234,0.867,0.00606,0.391,0.704,-5.368,0.0812,125.018,6,4,energetic
Miss You,Miss You,Tungevaag,4odMGVNm2t07wwtzxKUlBc,2020-11-13,63,160800,0.56,0.0482,0.887,0,0.0958,0.397,-3.524,0.0596,125.0,9,4,energetic
Moments,Moments,D.O.D,05y3dPwP8LupmvkwfGWdu4,2020-12-04,43,176129,0.313,0.0336,0.884,0.095,0.316,0.456,-4.444,0.0533,118.605,11,4,energetic
Someone Like You (feat. Gia Koka) - Azello Remix,Someone Like You (feat. Gia Koka) [Azello Remix],David Solomon,2UFVgfDNxSfemCmyMEsoKO,2020-10-30,47,179166,0.673,0.0224,0.919,0.0186,0.0768,0.501,-5.389,0.0584,125.955,3,4,energetic
Stand By You,Stand By You,DubVision,6DrbW5cFbwb1JHcdAXO8tD,2020-11-06,63,165833,0.609,0.00924,0.834,0.000243,0.307,0.351,-5.588,0.0722,126.077,10,3,energetic
Round & Round,Round & Round,Yves V,2cE7I6BIi2GaVi5y0YYd5F,2020-11-06,61,165120,0.688,0.464,0.852,1.49e-06,0.147,0.519,-4.73,0.0332,124.969,11,4,energetic
Wicked (feat. Eliza Legzdina),Wicked (feat. Eliza Legzdina),lau.ra,6Bhdiee45ytzB8b2tgHdzR,2020-11-13,44,157674,0.931,0.0281,0.745,0.000804,0.182,0.653,-5.824,0.279,123.965,8,4,energetic
Told You Once (feat. Mila Falls),Told You Once (feat. Mila Falls),Josh Hunter,5lPRHMAjpXLkMfyjdvsPC9,2020-08-28,48,187741,0.578,0.0215,0.942,0.624,0.114,0.542,-4.787,0.044,124.02,0,4,energetic
Sax In The City,Sax In The City,King Arthur,7hBW4xLLxjcg6cEPFCznD8,2020-10-23,54,172800,0.8,0.00169,0.822,0.893,0.18,0.785,-5.578,0.0442,125.024,2,4,energetic
When Am With You (feat. Jetsome),When Am With You (feat. Jetsome),Kydus,7E15qcshihxn7NaE5haEe9,2020-11-13,54,195483,0.496,0.00623,0.903,1.89e-05,0.121,0.214,-7.003,0.0543,123.807,4,4,energetic
Tokyo,Tokyo,Dwin,4obMuJXFa9APNiFtlQHFBh,2020-11-13,65,132890,0.73,0.109,0.91,0.144,0.0509,0.3,-5.509,0.191,128.053,7,4,energetic
Zip Zap,Zip Zap,DJ Q,6toCdsVO7FKI7Ggedfe1Ed,2020-09-25,59,261500,0.936,0.143,0.732,0.133,0.55,0.924,-5.476,0.136,124.99,6,4,energetic
Devotion - 2020 Remix,Devotion (2020 Remix),Bingo Players,039VxfSo5FErqE65169VZL,2020-10-09,66,152131,0.701,0.00059,0.802,0.819,0.332,0.365,-4.771,0.0451,124.025,2,4,energetic
Get Stupid,Get Stupid,Cloonee,7k2Ol1Tzgvt7mywZQvu6zB,2020-08-28,63,227124,0.859,0.00216,0.677,0.00375,0.0487,0.73,-9.916,0.0879,128.001,11,4,energetic
Disko Dancin,Etiquette Selects,Various Artists,0V9XYO0pDS94UFuseqabzL,2020-10-30,43,209199,0.792,0.00113,0.935,0.838,0.0555,0.963,-8.263,0.0424,125.005,10,4,energetic
"Love, Dance And Feel","Love, Dance And Feel",Sunnery James & Ryan Marciano,6mDFoD64XOInpQJOtd9N3r,2019-06-12,60,236458,0.729,0.108,0.808,0.887,0.386,0.362,-9.683,0.0927,125.009,0,4,energetic
Praise (feat. Gunna),Year Zero,Tchami,5cz0T1Q8AmpY18TDLAe2ja,2020-10-23,62,210000,0.737,0.0401,0.681,0.0011,0.31,0.799,-10.063,0.0536,124.023,10,4,energetic
Tarantino (feat. STARX),Tarantino (feat. STARX),Steve Aoki,18fwprn0rr9AZdIFxbAvXw,2020-09-30,61,199000,0.523,0.00107,0.931,0.399,0.341,0.244,-3.512,0.099,170.0,1,4,energetic
Trouble’s Coming - Purple Disco Machine Remix,Trouble’s Coming (Purple Disco Machine Remix),Royal Blood,7cpmk4IuNSWfg5XOrr2v8V,2020-10-29,57,265570,0.778,0.0478,0.613,0.00174,0.163,0.931,-7.799,0.0402,121.028,9,4,energetic
Secrets,Secrets,Regard,66W1rVTnEv86dIkFhoiElg,2020-04-24,84,176766,0.848,0.0412,0.768,0.000785,0.195,0.777,-5.386,0.0373,118.961,6,4,energetic
Show Me Love,Show Me Love,MOTi,3qwDbGKZzA7CMobf35EwsW,2020-10-30,59,156190,0.551,0.0808,0.774,3.68e-06,0.622,0.351,-5.724,0.0509,126.042,4,4,energetic
Frisky In Fortaleza,Frisky In Fortaleza EP,Yolanda Be Cool,6ImDe3MEJdeLRgw4hwqwYh,2020-10-16,41,217920,0.706,0.000864,0.947,0.878,0.236,0.619,-7.408,0.0472,125.021,11,4,energetic
What You Want,What You Want,Blinkie,1EHgCTp5LuW5Rlt7IruwCf,2020-07-24,65,240056,0.694,0.000802,0.715,0.553,0.175,0.509,-9.325,0.0788,125.008,1,4,energetic
Tonight,Tonight,Mark Knight,5dAx9ejt8kONoGH61SIjhC,2020-07-17,53,198000,0.627,0.0789,0.932,0.00138,0.0705,0.375,-4.863,0.0602,121.983,4,4,energetic
Sunny Days (with Dawn Tallman),Sunny Days (with Dawn Tallman),Dennis Ferrer,12KVUsP4XTG3iDgzD4SjGu,2020-08-13,48,229347,0.798,0.000141,0.692,0.0296,0.0826,0.834,-5.553,0.0373,126.004,1,4,energetic
Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Slow Down (feat. Jorja Smith) [Vintage Culture & Slow Motion Remix],Maverick Sabre,5PNvgiKSwMdjBsDsgFCFLX,2020-04-03,81,181306,0.881,0.098,0.661,0.0187,0.101,0.965,-7.681,0.0343,124.023,11,4,energetic
Dream On Me - Roger Sanchez Remix,Dream On Me (Roger Sanchez Remix),Ella Henderson,1ml0dtE1KtsXacLt7NJkze,2020-10-30,61,204251,0.629,0.0288,0.781,0,0.269,0.71,-5.975,0.0481,123.977,8,4,energetic
Get Creative,Get Creative,lau.ra,3j35UwERMOYiu7v8IxjeWo,2020-06-12,45,179081,0.581,0.00169,0.86,0.00039,0.114,0.86,-5.077,0.28,123.126,11,4,energetic
Like This,Like This,Subshock & Evangelos,1vV4T6tvTn4FIrwdvom3rf,2020-07-17,55,163854,0.816,0.00237,0.917,0.0225,0.0796,0.497,-3.274,0.147,126.05,11,4,energetic
Moving [edit],Moving,Love Regenerator,6KpGyJIyA75C0XyAkIcpZn,2020-04-03,63,193132,0.645,0.0773,0.96,0.00641,0.594,0.637,-6.497,0.0399,127.999,4,4,energetic
Everyone,Everyone,Volac,1b27zUMtkjBkLpxtK77gR8,2020-10-09,56,186240,0.795,0.000252,0.918,0.739,0.0754,0.616,-6.021,0.0453,125.0,10,4,energetic
I Am Free - Radio Edit,I Am Free,The Mackenzie,1cSOchpDSHvJjtBHLVrxT1,2012-09-10,36,207066,0.73,0.0546,0.719,0.719,0.109,0.144,-13.856,0.0369,139.876,0,4,energetic
Believer (feat. Wynter Gordon) - Radio Edit,Believer (feat. Wynter Gordon) [Club Mixes],Freemasons,56kdmEz12GpKkEzxhtHdl7,2010-08-15,48,189388,0.662,0.0202,0.881,0.000825,0.132,0.732,-4.202,0.0357,126.986,5,4,energetic
Every Word (feat. Daniella) - Wendel Kos Radio Edit,Every Word,Ercola Feat Daniella,0X7ELV6fLyjynJ3MexWh4X,2008-06-17,45,213173,0.65,0.0349,0.967,0.19,0.779,0.319,-5.674,0.13,127.995,9,4,energetic
Blue (Da Ba Dee) - Gabry Ponte Video Edit,Blue (Da Ba Dee),Eiffel 65,7lMIJ4EFWRVoAIPDpeGyM3,1998-11-11,60,219618,0.829,0.227,0.965,0.000122,0.466,0.729,-11.498,0.0598,127.999,7,4,energetic
Infinity - Klaas Vocal Mix,Ultra Weekend 5 (Jason Nevins Presents),Various Artists,7l3MaXwZ2QHjJuJ65EEmFd,2009,0,226480,0.556,0.000242,0.883,0.0252,0.272,0.49,-5.046,0.0718,128.109,7,4,energetic
Make Your Move - Radio Edit,Make Your Move,Dave Armstrong,2Ug4PnkxcwkcL3fhM0B9Xe,2004-06-22,44,171280,0.49,0.00111,0.955,0.063,0.0375,0.368,-3.23,0.371,127.963,5,4,energetic
Fight For You - Sultan & Ned Shephard Remix Radio Edit,Fight For You,Morgan Page,4JIYvt01Fibhd7Tgeb9VAq,2010-09-28,45,236706,0.639,0.000115,0.951,0.00273,0.163,0.287,-5.645,0.0588,127.942,7,4,energetic
Love Don't Let Me Go (Walking Away) - David Guetta & Joachim Garraud's F*** Me I'm Famous Mix,DJ Ricardo! pres. Out Anthems 2,Various Artists,2Wy13KxFZT49M05qcT4EJA,2007,0,271000,0.715,0.0184,0.632,0.0196,0.272,0.451,-9.97,0.0385,128.355,5,4,energetic
Don't Call Me Baby,Don't Call Me Baby,Madison Avenue,4fazGt0v2v2zkzddQOcDZD,1999-01-01,61,228140,0.808,0.0585,0.982,0.00689,0.35,0.961,-6.588,0.0311,124.999,3,4,energetic
Heads Will Roll - A-Trak Remix Radio Edit,Heads Will Roll,Yeah Yeah Yeahs,0vBpyfpW2lARGh3AZFtWRi,2009,58,203920,0.671,0.0134,0.805,0.0547,0.237,0.866,-3.232,0.081,132.051,8,4,energetic
Step One Two,Strobelite Seduction,Kaskade,2b81QjZVYfa75vC5niRDac,2008,0,200280,0.741,0.0426,0.757,0.0112,0.107,0.566,-6.997,0.0435,127.981,11,4,energetic
Beautiful Things - Radio Edit,"Mixed For Feet, Vol. 1 (Unmixed Edits)",Gabriel & Dresden,3SbCWIF7UaSewGfGHkFEI2,2011-11-25,51,199373,0.698,0.00675,0.638,0.352,0.256,0.616,-8.918,0.0261,130.976,4,4,energetic
Strange Condition - Inpetto Radio Edit,Strange Condition,Morgan Page,53gU1D9rFr0OkiJRxc4xYX,2010-09-28,42,213546,0.29,0.0146,0.815,0.234,0.0638,0.43,-8.431,0.0595,170.565,4,5,energetic
Exploration of Space - Radio Edit,Exploration of Space,Cosmic Gate,4iLL2yVVG19TAJYssbMeBT,2001-01-19,0,216360,0.631,0.0346,0.912,0.554,0.0729,0.329,-7.591,0.0361,138.043,9,4,energetic
Find Yourself,Vocal Trance Hits - The Anthems,Various Artists,3pVwawYlhHg9cLKWpeaN3l,2019-05-31,41,151621,0.567,0.000704,0.599,0.000315,0.168,0.366,-5.616,0.0305,134.98,7,4,energetic
Starry Eyed Surprise,Bunkka,Paul Oakenfold,6A4Kuy7JL0Znab3Skgloiv,2002,53,228493,0.721,0.0195,0.794,0.00013,0.283,0.562,-6.134,0.132,103.211,4,4,energetic
9Pm (Till I Come),Movin' Melodies,ATB,1CgbwsrNDlFrRuk2ebQ7zr,1999-04-26,65,193880,0.672,0.0276,0.941,0.926,0.149,0.754,-6.427,0.0494,130.218,9,4,energetic
Heaven,Heaven,DJ Sammy,0KT6DLAELYSbgfUemzwGPX,2002-08-06,2,235000,0.565,0.00107,0.942,0.000406,0.152,0.568,-6.821,0.0518,137.973,8,4,energetic
Halcyon and On and On,Orbital 2,Orbital,6l0LbTF2V77M3LPpcOBmqX,1993,0,567106,0.577,0.0953,0.729,0.928,0.184,0.177,-14.376,0.0319,126.988,11,4,energetic
Around the World,Homework,Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,1997-01-16,73,429533,0.956,0.00356,0.795,0.889,0.0906,0.841,-5.311,0.15,121.294,7,4,energetic
Go,Moby,Moby,2EQA1eRfXvbHKMjSnzUtFD,1992-07-27,0,217000,0.676,5.6e-05,0.851,0.933,0.0893,0.556,-9.179,0.05,125.876,4,4,energetic
Better Off Alone (Remastered) - 1999 Original Hit Radio,Better Off Alone (Laidback Luke Remix),Alice Deejay,48gBfTRel9fajeev7tmLpo,2011-06-20,60,215246,0.666,0.0044,0.854,0.769,0.313,0.748,-8.442,0.0565,136.954,8,4,energetic
Don't Stop,Movin' Melodies,ATB,0ygoI3HcoGScxt879A23Uk,1999-04-26,58,221160,0.711,0.146,0.937,0.763,0.324,0.57,-5.314,0.0351,134.21,10,4,energetic
Hey Boy Hey Girl,Surrender,The Chemical Brothers,7kXmJwrZGIhDaLT9sNo3ut,1999-01-01,67,290493,0.632,0.119,0.92,0.508,0.114,0.363,-4.976,0.0531,127.001,2,4,energetic
One More Time,Discovery,Daft Punk,0DiWol3AO6WpXZgp0goxAV,2001-03-07,77,320357,0.611,0.0193,0.697,0,0.332,0.476,-8.618,0.133,122.752,2,4,energetic
Push The Feeling On - Mk Dub Revisited Edit,Push The Feeling On,Nightcrawlers,1EWsVHU4FNAdtN4R8FETag,1995,73,243160,0.793,0.028,0.5,1.96e-05,0.186,0.833,-13.108,0.0319,123.017,6,4,energetic
Lady (Hear Me Tonight),Back 2 House,Various Artists,2T42itxS9f1ijygkLOLGOe,2006-01-01,1,211853,0.708,0.00182,0.807,0.000157,0.124,0.86,-8.195,0.0444,129.968,11,4,energetic
Missing - Todd Terry Club Mix / US Radio Edit,Amplified Heart,Everything But The Girl,36sL3KPEfXIp5KH3tDO7oo,1994-06-13,60,249533,0.718,0.00925,0.757,0.104,0.0851,0.646,-11.869,0.0327,123.473,2,4,energetic
Everything,Moby,Moby,3m4Mp1KfiPawsOjlRlbxN3,1992-07-27,0,292000,0.538,0.000335,0.633,0.196,0.182,0.293,-10.087,0.03,128.97,8,4,energetic
Star 69 - Timo Maas Mix,Star 69,Fatboy Slim,1HYiVTgxERP2llm0yFzVNj,2001-01-01,35,371493,0.822,0.185,0.879,0.314,0.129,0.332,-10.105,0.0942,135.651,0,4,energetic
"Harder, Better, Faster, Stronger",Discovery,Daft Punk,5W3cjX2J3tjhG8zb6u0qHn,2001-03-07,74,224693,0.817,0.0427,0.716,0.00263,0.358,0.692,-8.898,0.144,123.475,6,4,energetic
Cafe Del Mar - Radio Edit,25 Years Of Perfecto Records (Mixed by Paul Oakenfold),Paul Oakenfold,4LIbYKwuUBMKmqyZZC7XVg,2015-03-20,51,270964,0.509,0.00442,0.904,0.843,0.653,0.153,-7.045,0.0405,132.009,0,4,energetic
You Make Me Feel - Radio Edit,You Make Me Feel,AnnaGrace,55nlD6bpoWk0ZwCnn7PTDt,2008-07-29,0,189000,0.749,0.0411,0.838,0.0082,0.339,0.858,-6.085,0.0445,130.008,3,4,energetic
"World, Hold On",Western Dream,Bob Sinclar,6yeO8fapOJGqL8Hr0Da2l3,2006,58,401360,0.727,0.0809,0.889,3.42e-05,0.198,0.656,-3.277,0.093,127.011,8,4,energetic
Call On Me - Radio Edit,Call On Me,Eric Prydz,3uLSUZEmTY50H6Kw17lpfW,2004-09-13,0,171360,0.597,0.00427,0.837,0.00114,0.839,0.447,-6.518,0.375,126.342,10,4,energetic
Rapture (Armin Van Burren Remix Remastered - Made Radio Edit) [feat. Nadia Ali],Rapture (feat. Nadia Ali) [Armin Van Buuren Remix Remastered],iio,4RQGig0Vhr4GXmqfklCCyK,2011-07-11,54,189700,0.541,0.326,0.931,0.129,0.325,0.148,-9.687,0.0552,128.584,10,4,energetic
The Big Fake,presents Traffic Signs,Steve Bug,1o6xUqNNTV2bsWcNoV7zTQ,2013-07-01,39,384983,0.811,0.000198,0.658,0.927,0.133,0.397,-12.738,0.0641,124.957,9,4,energetic
L'Amour Toujours,Top 100 Greatest Dance Hits,Various Artists,4xGuK7FsXuZwHCCuNnPzbD,2011-01-14,62,238759,0.617,0.0328,0.728,0.0482,0.36,0.808,-7.932,0.0292,139.066,7,4,energetic
Cry For You,Cry For You,September,4s3CHmungRHAI5ho2edqXb,2007-04-10,51,211600,0.776,0.00141,0.878,0.000204,0.0574,0.96,-3.377,0.0304,130.022,9,4,energetic
Chemistry - Radio Edit,Chemistry,Velvet,6mMeuIonqBIcuzCGY5Soqe,2008-11-11,30,224640,0.635,0.00184,0.876,0.00175,0.439,0.884,-4.426,0.0884,128.052,0,4,energetic
Only One (Radio Edit),Nervous Rewind 2008,Various Artists,1Dj7hbBEco5ZT0DqY7Q2IV,2008-12-16,40,160626,0.683,0.0107,0.678,2.27e-05,0.822,0.45,-6.756,0.0332,126.988,9,4,energetic
Move For Me,Strobelite Seduction,Kaskade,5KOt1QRD9YQQrrzwLCWuTN,2008,0,237386,0.652,0.0684,0.75,0.000903,0.0987,0.21,-6.068,0.0324,128.0,1,4,energetic
Changed the Way You Kiss Me - Radio Edit,Playing In The Shadows,Example,1PAYgOjp1c9rrZ2kVQg2vN,2011-09-02,59,195466,0.578,0.00548,0.857,0.00162,0.0948,0.188,-3.78,0.041,126.979,4,4,energetic
Gone - Radio Edit,Gone,Lasgo,7okxXBe93gMNiXqOd6cCdU,2009-06-02,0,180000,0.702,0.0165,0.83,5.54e-05,0.375,0.565,-5.96,0.0369,138.027,0,4,energetic
Medicine,Medicine,Kim Leoni,7jI6ZgxuIsMniEf31TaeD9,2008-08-05,33,169893,0.595,0.000229,0.733,8.55e-05,0.352,0.39,-7.829,0.0665,127.99,2,4,energetic
Freed from Desire,Come into My Life (10th Anniversary),Gala,5n56ImOTTDbUORTq3Eyong,2007-04-18,0,213305,0.701,0.559,0.866,0.0503,0.0928,0.617,-4.225,0.0489,128.994,2,4,energetic
Carry Me Away (feat. Emma Hewitt) - Radio Edit,"Carry Me Away , Pt. 1",Sébastien Léger,3vVdNuzFHL0hmT8Xq4vbhY,2007-05-21,46,205920,0.698,0.0111,0.897,0.396,0.671,0.387,-7.583,0.0608,126.014,0,4,energetic
I Remember (Strobelight Edit),Strobelite Seduction,Kaskade,2OZrV4yyOZNuEFx22VVfFm,2008,0,283040,0.664,0.17,0.59,0.00332,0.112,0.495,-7.235,0.0311,127.982,11,4,energetic
The Longest Road (feat. Lissie) - Deadmau5 Remix Edit,The Longest Road,Morgan Page,0cP5GxZrtKCRQu7cbOqsBe,2008,0,239213,0.695,0.0025,0.744,0.000485,0.0952,0.547,-6.686,0.0356,124.97,1,4,energetic
Love Has Gone - Fonzerelli Remix,Love Has Gone (Remixes),Dave Armstrong,4DAELRHy3hEpRwxLDOCqfq,2008-01-04,51,401373,0.607,2.89e-05,0.749,0.0135,0.104,0.675,-4.66,0.0616,127.998,4,4,energetic
Release Me,Release Me,Agnes,0EMyqiMNDRptenOpbe2mcK,2009-01-01,3,254120,0.622,0.00795,0.928,0.000252,0.106,0.701,-2.939,0.034,127.992,2,4,energetic
Awaken - Ron Reeser & Dan Saenz Radio Edit,Awaken (Pt. 2) [Remixes],JES,05u4uCA07oXnopEdlZ57Ug,2010,0,224986,0.589,0.0164,0.887,0.0213,0.0796,0.61,-7.188,0.0386,128.007,9,4,energetic
Baby When The Light,Pop Life,David Guetta,7oyequ9whquaYyZXqB4LTZ,2007,0,207813,0.585,0.0243,0.738,0,0.162,0.25,-8.03,0.0349,129.974,7,4,energetic
Sorry - Dirty South Radio Edit,Sorry,Kaskade,1ZUWw5uRJEjjzTiP3Q4RJX,2006,0,211266,0.702,0.00282,0.783,0.00794,0.296,0.666,-7.307,0.0775,127.031,0,4,energetic
Shadows - Inpetto Edit,Shadows,Those Usual Suspects,3KqXPyaLysWraUSi4PuSnz,2009-03-17,33,202053,0.588,0.00324,0.962,0.0169,0.122,0.0874,-4.333,0.0444,127.984,0,4,energetic
Flashback,Ready For The Weekend,Calvin Harris,6A8llSO9QFF4djCCmuCrNu,2009-08-17,59,227880,0.266,0.00212,0.95,0.000991,0.0922,0.158,-5.646,0.05,127.986,9,4,energetic
Rocker,Best of Alter Ego,Alter Ego,0TqVsIuKYQTNsh1pmAF6Kn,2012,0,288053,0.687,2.88e-05,0.474,0.435,0.0796,0.56,-7.554,0.0601,129.961,7,4,energetic
Body Language,Body Language,M.A.N.D.Y.,5koBIzuWS86S2IR36yt2LW,2006,0,438013,0.798,0.0123,0.675,0.901,0.0927,0.871,-10.458,0.0557,129.997,4,4,energetic
Love Is Gone - Fred Rister & Joachim Garraud Radio Edit Mix,Pop Life,David Guetta,4V9HEnprK5MfCGL8bHHy7y,2007,0,201413,0.788,0.0146,0.682,0.00022,0.0757,0.675,-7.826,0.0694,127.96,4,4,energetic
Toys Are Nuts - Hardwell & Rehab Remix,Toys Are Nuts Remixes,Gregor Salto,7fvkfIQ4AsdNxDd45yR02F,2007-11-29,44,306000,0.736,0.0118,0.812,0.88,0.638,0.379,-8.153,0.244,127.945,1,4,energetic
Everything,Elements of Life,Tiësto,1jKWGx7rruKRB2gwyHBtYN,2007,0,420546,0.627,0.000883,0.808,0.448,0.0486,0.449,-6.541,0.0439,134.985,8,4,energetic
The Sound of Goodbye - Above & Beyond UK Edit,The Sound of Goodbye (Part 2),Armin van Buuren,3dXfF5w0an6cNZwVjLhHa0,2011-08-25,0,199133,0.67,0.0228,0.945,0.686,0.0572,0.806,-6.721,0.0365,135.972,6,4,energetic
It's Too Late - Dirty South,It's Too Late,Dirty South,6GbAqnbj3diM6MvVc1oiKt,2006,0,183146,0.653,0.00217,0.816,0.00403,0.148,0.516,-6.808,0.0378,130.032,8,4,energetic
In White Rooms,Movements,Booka Shade,4m2RLN7imvsaLL1ZUGfFFw,2006-05-12,55,326840,0.8,0.000962,0.65,0.82,0.231,0.096,-9.145,0.0587,125.001,0,4,energetic
Everytime We Touch,Pop Life,David Guetta,1IaXcjEDGHHCNoNtK3xdf8,2007,0,220640,0.707,0.0102,0.475,0.0101,0.172,0.335,-7.668,0.0351,125.024,9,4,energetic
What Hurts the Most - Radio Mix U.S.,Perfect Day,Cascada,3OW3uDpM7mgLe3xU6EYX5q,2007,41,219706,0.572,0.0131,0.985,9.66e-06,0.335,0.254,-6.43,0.111,142.039,9,4,energetic
Forever Today,Just Be,Tiësto,2QGEeY7qFUPMapnkRg4ssa,2009-07-22,0,719133,0.493,7.93e-05,0.944,0.874,0.085,0.0565,-9.256,0.049,136.997,4,4,energetic
Imagination - Tiësto Remix Radio Edit,Imagination,JES,1mNiQ0hVgB7xQZ938A8lIJ,2007,0,225400,0.584,0.00212,0.928,0.00306,0.329,0.495,-5.014,0.0511,135.019,1,4,energetic
Sun Is Up - Play & Win Radio Edit,I Am The Club Rocker,INNA,6eU60ONpRUQPIOiWaxfWOF,2011-10-28,43,224533,0.793,0.0777,0.882,0.237,0.0434,0.609,-3.763,0.0511,127.984,0,4,energetic
Addiction - Radio Edit,Addiction (Radio Edit),Medina,5Mj2c1cysVNBhwYITD70Eh,2010-11-12,22,173634,0.564,0.0121,0.924,0,0.191,0.317,-2.048,0.0562,124.946,9,4,energetic
Love Don't Let Me Go (Walking Away) (David Guetta vs. The Egg),One More Love,David Guetta,7BuynvoA4xIt9LIwqhLwRu,2010-11-22,0,191106,0.671,0.00792,0.864,0.000117,0.1,0.675,-4.648,0.0341,126.998,5,4,energetic
Faded,Perfect Day,Cascada,2nJT8KecVBQmZxbfkgoAfz,2007,32,169093,0.753,0.00985,0.996,3.74e-05,0.143,0.422,-5.543,0.227,133.962,8,4,energetic
Love Comes Again,Just Be,Tiësto,4D869p0uPTcU4e1ClLB8Kj,2009-07-22,0,489373,0.677,0.000197,0.687,0.322,0.157,0.315,-8.209,0.0515,135.993,8,4,energetic
Empty Streets - Haji & Emanuel Remix,Empty Streets (Remixes),Late Night Alumni,12lTG2CsivVTCJH21qgkVz,2011-04-01,50,501213,0.678,0.00676,0.896,0.79,0.664,0.678,-8.017,0.0395,126.001,2,4,energetic
Girlfriend - 2008 Remix,Girlfriend (2008 Remix),Robbie Rivera,04hY9ZE6jatvZjsu1Q9nPc,2008,0,435986,0.792,0.00208,0.522,0.631,0.0667,0.289,-5.167,0.0516,130.009,10,4,energetic
Feel Your Love,Just One Day,Kim Sozzi,6r47b3t4zQO9tpwMUInP4s,2009,0,200080,0.557,0.00613,0.791,9.39e-05,0.36,0.573,-5.753,0.0459,129.957,10,4,energetic
Gettin' Over (feat. Chris Willis),One More Love,David Guetta,4fqwEothoIOcKr3pARJCgu,2010-11-22,61,182013,0.714,0.21,0.816,0,0.196,0.624,-4.415,0.0796,129.822,10,4,energetic
Army Of Two - Radio Version,Army Of Two,UMEK,4HolTVfZ37wQTg0eO29J3k,2008-09-04,42,187500,0.83,0.000457,0.676,0.935,0.283,0.602,-9.153,0.069,128.042,0,4,energetic
Traffic - Radio Edit,Just Be,Tiësto,6pqFWRuybCtxerWC7B4RgF,2009-07-22,0,177026,0.714,0.00251,0.642,0.887,0.186,0.102,-10.241,0.0868,137.834,8,4,energetic
The Girl You Lost to Cocaine - Sander van Doorn Edit,The Girl You Lost To Cocaine,Sia,223Vmr6rEbuujhHLFpsgVj,2008,0,180133,0.756,0.00412,0.505,0.881,0.471,0.103,-12.567,0.0804,128.066,11,4,energetic
For an Angel 2009 - Radio Mix '09,For An Angel,Paul van Dyk,0yL1cs3O4Nw1si1bMGzecJ,2009,0,181800,0.595,0.00606,0.847,0.836,0.0831,0.558,-6.732,0.0342,132.013,7,4,energetic
Day 'N' Night - Club Mix,Pacha Ibiza - The House Collection (2000-2009),Various Artists,5BsRZqHI8oLMc1YKsHtauE,2015-11-27,0,281516,0.745,0.013,0.68,0.0613,0.0637,0.961,-6.207,0.0508,129.991,11,4,energetic
When Love Takes Over (feat. Kelly Rowland),One More Love,David Guetta,1hRFVIy9As8OVRk8B7CrD5,2010-11-22,69,191000,0.675,0.0165,0.862,0.000427,0.169,0.498,-4.614,0.0253,129.967,11,4,energetic
Everything - Radio Edit,Everything,Ron Reeser,0l9xKcujIQJ4mDUgWb7852,2009,0,228986,0.739,0.178,0.901,0,0.287,0.478,-5.417,0.0484,128.025,3,4,energetic
